Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
172.16.0.1-192.168.10.50-18488-80-6,172.16.0.1,18488,192.168.10.50,80,6,7/7/2017 3:59,168784,3,5,26,11601,20,0,8.666666667,10.26320288,4380,0,2320.2,2207.341206,68886.86131,47.39785762,24112.0,59468.87303,158748,50,9602,4801.0,6544.980367,9429,173,168734,42183.5,77836.29278,158748,190,0,0,0,0,72,112,17.77419661,29.62366101,0,4380,1291.888889,1980.710254,3923213.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
192.168.10.3-192.168.10.12-53-56018-17,192.168.10.12,56018,192.168.10.3,53,17,7/7/2017 4:01,196,2,2,72,170,36,36,36.0,0.0,85,85,85.0,0.0,1234693.878,20408.16327,65.33333333,111.428602,194,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,80,80,10204.08163,10204.08163,36,85,55.6,26.83840532,720.3,0,0,0,0,0,0,0,0,1,69.5,36.0,85.0,80,0,0,0,0,0,0,2,72,2,170,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0
172.16.0.1-192.168.10.50-29993-80-6,172.16.0.1,29993,192.168.10.50,80,6,7/7/2017 4:07,1031285,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,11280.10201,8.726976539,128910.625,363728.2221,1029091,16,1872,936.0,1141.270345,1743,129,1031209,206241.8,459987.3356,1029091,16,0,0,0,0,72,132,2.90899218,5.817984359,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
172.16.0.1-192.168.10.50-61788-80-6,172.16.0.1,61788,192.168.10.50,80,6,7/7/2017 4:12,1862728,3,5,26,11607,20,0,8.666666667,10.26320288,7300,0,2321.4,3346.363967,6245.141534,4.294776264,266104.0,703725.3247,1862003,2,508,254.0,282.8427125,454,54,1862673,465668.25,930889.8564,1862003,2,0,0,0,0,72,112,1.610541099,2.684235165,0,7300,1292.555556,2662.264877,7087654.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
172.16.0.1-192.168.10.50-53779-80-6,172.16.0.1,53779,192.168.10.50,80,6,7/7/2017 3:57,293545,3,5,26,11607,20,0,8.666666667,10.26320288,7300,0,2321.4,3346.363967,39629.35836,27.25306171,41935.0,109617.873,290520,91,2379,1189.5,1362.594767,2153,226,293433,73358.25,144777.8404,290520,188,0,0,0,0,72,112,10.21989814,17.03316357,0,7300,1292.555556,2662.264877,7087654.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
172.16.0.1-192.168.10.50-23172-80-6,172.16.0.1,23172,192.168.10.50,80,6,7/7/2017 4:02,2107959,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,14.23177586,2.371962643,526989.75,1053909.501,2107854,1,2107959,526989.75,1053909.501,2107854,1,0,0.0,0.0,0,0,0,0,0,0,100,0,2.371962643,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0
192.168.10.25-61.251.165.12-53903-80-6,192.168.10.25,53903,61.251.165.12,80,6,7/7/2017 4:52,427406,3,4,682,421,682,0,227.3333333,393.7528836,421,0,105.25,210.5,2580.684408,16.37787022,71234.33333,109734.8978,212956,3,213292,106646.0,150318.1738,212937,355,214561,71520.33333,122875.3437,213403,3,0,0,0,0,108,136,7.019087238,9.358782984,0,682,137.875,264.6531085,70041.26786,0,0,0,1,0,0,0,0,1,157.5714286,227.3333333,105.25,108,0,0,0,0,0,0,3,682,4,421,65535,5062,1,32,0.0,0.0,0,0,0.0,0.0,0,0
172.16.0.1-192.168.10.50-59223-80-6,172.16.0.1,59223,192.168.10.50,80,6,7/7/2017 4:01,80169431,8,6,56,11601,20,0,7.0,5.656854249,4380,0,1933.5,1757.789948,145.4045495,0.174630153,6166879.308,18900000.0,68500000,3,78300000,11200000.0,25500000.0,68500000,3,1838630,367726.0,815292.9639,1826136,15,0,0,0,0,172,132,0.099788659,0.074841494,0,4380,777.5333333,1434.571657,2057995.838,0,0,0,0,1,0,0,0,0,833.0714286,7.0,1933.5,172,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,4725.0,0.0,4725,4725,39200000.0,41500000.0,68500000,9823023
172.16.0.1-192.168.10.50-36153-80-6,172.16.0.1,36153,192.168.10.50,80,6,7/7/2017 4:11,1711837,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,6792.118642,5.257509915,213979.625,602521.6133,1705136,8,6004,3002.0,4234.155406,5996,8,1711783,342356.6,761821.3558,1705136,17,0,0,0,0,72,132,1.752503305,3.50500661,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
192.168.10.15-23.61.187.27-61072-80-6,192.168.10.15,61072,23.61.187.27,80,6,7/7/2017 4:53,5858527,3,1,12,0,6,0,4.0,3.464101615,0,0,0.0,0.0,2.04829644,0.68276548,1952842.333,3348711.368,5819536,56,5858527,2929263.5,4087462.568,5819536,38991,0,0.0,0.0,0,0,0,0,0,0,72,32,0.51207411,0.17069137,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,72,0,0,0,0,0,0,3,12,1,0,8192,29200,2,20,0.0,0.0,0,0,0.0,0.0,0,0
172.16.0.1-192.168.10.50-59384-80-6,172.16.0.1,59384,192.168.10.50,80,6,7/7/2017 4:11,95911376,8,5,56,11601,20,0,7.0,5.656854249,8760,0,2320.2,3668.897,121.5392843,0.135541794,7992614.667,26400000.0,91700000,0,95900000,13700000.0,34400000.0,91700000,0,42959,10739.75,20561.82321,41580,186,0,0,0,0,172,112,0.083410335,0.052131459,0,8760,833.0714286,2337.724089,5464953.918,0,0,0,0,1,0,0,0,0,897.1538462,7.0,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,4169903.0,0.0,4169903,4169903,91700000.0,0.0,91700000,91700000
192.168.10.1-192.168.10.3-53-61595-17,192.168.10.3,61595,192.168.10.1,53,17,7/7/2017 4:43,30370,1,1,79,161,79,79,79.0,0.0,161,161,161.0,0.0,7902.535397,65.85446164,30370.0,0.0,30370,30370,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32.92723082,32.92723082,79,161,106.3333333,47.34272207,2241.333333,0,0,0,0,0,0,0,0,1,159.5,79.0,161.0,20,0,0,0,0,0,0,1,79,1,161,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
192.168.10.5-104.16.25.235-56606-443-6,192.168.10.5,56606,104.16.25.235,443,6,7/7/2017 4:35,4695703,5,1,135,46,46,6,27.0,20.1246118,46,46,46.0,0.0,38.54587907,1.277763947,939140.6,2063242.094,4629802,4,4695703,1173925.75,2304119.598,4629802,4,0,0.0,0.0,0,0,1,0,0,0,100,20,1.064803289,0.212960658,6,46,32.42857143,18.86670032,355.952381,0,1,0,0,1,0,0,0,0,37.83333333,27.0,46.0,100,0,0,0,0,0,0,5,135,1,46,253,33,4,20,0.0,0.0,0,0,0.0,0.0,0,0
172.16.0.1-192.168.10.50-51080-80-6,172.16.0.1,51080,192.168.10.50,80,6,7/7/2017 4:16,8245901,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.638171256,0.606361876,2061475.25,4121617.86,8243902,3,8245901,2061475.25,4121617.86,8243902,3,0,0.0,0.0,0,0,0,0,0,0,100,0,0.606361876,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1999.0,0.0,1999,1999,8243902.0,0.0,8243902,8243902
172.16.0.1-192.168.10.50-61612-80-6,192.168.10.50,80,172.16.0.1,61612,6,7/7/2017 4:12,109918,7,2,11601,26,5840,0,1657.285714,2128.375336,20,6,13.0,9.899494937,105778.8533,81.87921905,13739.75,36480.52755,103915,1,109918,18319.66667,41983.84144,103915,14,1,1.0,0.0,1,1,0,0,0,0,164,40,63.68383704,18.19538201,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,0,1291.888889,1657.285714,13.0,164,0,0,0,0,0,0,7,11601,2,26,8192,256,5,20,0.0,0.0,0,0,0.0,0.0,0,0
192.168.10.15-95.163.95.109-59888-443-6,192.168.10.15,59888,95.163.95.109,443,6,7/7/2017 4:29,612395,11,18,704,27921,393,0,64.0,126.4001582,2958,0,1551.166667,923.0781147,46742.70691,47.35505679,21871.25,53600.88838,150903,2,612151,61215.1,78670.56928,157545,109,461758,27162.23529,59137.67209,151366,2,0,0,0,0,232,372,17.96226292,29.39279387,0,2958,954.1666667,1028.677996,1058178.42,0,0,0,1,0,0,0,0,1,987.0689655,64.0,1551.166667,232,0,0,0,0,0,0,11,704,18,27921,8192,131,10,20,0.0,0.0,0,0,0.0,0.0,0,0
172.16.0.1-192.168.10.50-59811-80-6,192.168.10.50,80,172.16.0.1,59811,6,7/7/2017 4:11,96985151,7,9,11613,62,5840,0,1659.0,2429.621575,20,0,6.888888889,5.30199124,120.3792527,0.164973708,6465676.733,24700000.0,95900000,1,97000000,16200000.0,39400000.0,96500000,4,96500000,12100000.0,33900000.0,95900000,1,0,0,0,0,152,192,0.072175997,0.092797711,0,5840,687.1176471,1707.681172,2916174.985,0,0,0,0,1,1,0,0,1,730.0625,1659.0,6.888888889,152,0,0,0,0,0,0,7,11613,9,62,229,256,5,20,660349.0,0.0,660349,660349,95900000.0,0.0,95900000,95900000
172.16.0.1-192.168.10.50-61205-80-6,172.16.0.1,61205,192.168.10.50,80,6,7/7/2017 4:03,8066253,8,5,56,11607,20,0,7.0,5.656854249,5840,0,2321.4,3173.373883,1445.900593,1.611652895,672187.75,2227886.717,7743320,2,7835264,1119323.429,2921099.12,7743320,2,231832,57958.0,115119.4003,230636,52,0,0,0,0,172,112,0.991786397,0.619866498,0,5840,833.5,2103.115592,4423095.192,0,0,0,0,1,0,0,0,0,897.6153846,7.0,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,91056.0,0.0,91056,91056,7743320.0,0.0,7743320,7743320
172.16.0.1-192.168.10.50-26400-80-6,172.16.0.1,26400,192.168.10.50,80,6,7/7/2017 4:04,1724628,3,5,26,11607,20,0,8.666666667,10.26320288,10220,0,2321.4,4455.182578,6745.222738,4.638681501,246375.4286,651252.8771,1723278,2,1068,534.0,615.1828996,969,99,1724486,431121.5,861437.7815,1723278,2,0,0,0,0,72,112,1.739505563,2.899175938,0,10220,1292.555556,3378.299021,11400000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
172.16.0.1-192.168.10.50-60862-80-6,172.16.0.1,60862,192.168.10.50,80,6,7/7/2017 4:02,127035,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,91573.18849,62.97477073,18147.85714,47630.08146,126162,4,629,314.5,352.8462838,564,65,126986,31746.5,62944.21163,126162,4,0,0,0,0,72,112,23.61553902,39.35923171,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
192.168.10.1-192.168.10.3-53-62474-17,192.168.10.3,62474,192.168.10.1,53,17,7/7/2017 5:00,45947,1,1,61,107,61,61,61.0,0.0,107,107,107.0,0.0,3656.386706,43.52841317,45947.0,0.0,45947,45947,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,21.76420659,21.76420659,61,107,76.33333333,26.55811238,705.3333333,0,0,0,0,0,0,0,0,1,114.5,61.0,107.0,32,0,0,0,0,0,0,1,61,1,107,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
192.168.10.14-209.85.232.108-58455-465-6,192.168.10.14,58455,209.85.232.108,465,6,7/7/2017 4:21,1791417,16,24,1380,4574,362,0,86.25,86.45576904,1430,0,190.5833333,409.2062217,3323.625934,22.32869287,45933.76923,131398.4943,818676,3,1742240,116149.3333,215633.9902,867906,632,1742649,75767.34783,165869.3129,818676,3,0,0,0,0,332,492,8.931477149,13.39721572,0,1430,145.2195122,319.7490823,102239.4756,0,0,0,1,0,0,0,0,1,148.85,86.25,190.5833333,332,0,0,0,0,0,0,16,1380,24,4574,8192,176,15,20,0.0,0.0,0,0,0.0,0.0,0,0
172.16.0.1-192.168.10.50-19775-80-6,172.16.0.1,19775,192.168.10.50,80,6,7/7/2017 4:00,478713,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,50.13442292,8.355737154,159571.0,274050.1114,476016,728,478713,159571.0,274050.1114,476016,728,0,0.0,0.0,0,0,0,0,0,0,80,0,8.355737154,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0
192.168.10.15-94.23.171.206-59719-443-6,94.23.171.206,443,192.168.10.15,59719,6,7/7/2017 4:20,104,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,115384.6154,19230.76923,104.0,0.0,104,104,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,9615.384615,9615.384615,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,119,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0
192.168.10.14-104.88.89.135-58900-443-6,192.168.10.14,58900,104.88.89.135,443,6,7/7/2017 4:58,116154146,19,17,1063,599,517,0,55.94736842,140.6893638,429,0,35.23529412,107.8619079,14.30857233,0.309932975,3318689.886,4686469.384,10000000,4,116000000,6453008.111,4774791.259,10000000,4,110000000,6899180.125,4787119.818,10000000,511,0,0,0,0,392,484,0.163575737,0.146357238,0,517,44.91891892,123.4180741,15232.02102,0,0,0,1,0,0,0,0,0,46.16666667,55.94736842,35.23529412,392,0,0,0,0,0,0,19,1063,17,599,8192,980,18,20,37463.75,49612.32793,195004,23087,9642048.083,1227644.881,10000000,5744041
172.217.10.130-192.168.10.17-443-38923-6,192.168.10.17,38923,172.217.10.130,443,6,7/7/2017 4:56,115221687,20,16,1326,1217,691,0,66.3,187.1371858,1049,0,76.0625,262.8125996,22.07049789,0.312441181,3292048.2,4674498.894,10000000,3,115000000,6064299.316,4894589.712,10000000,3,111000000,7374444.067,4586433.612,10000000,454,0,0,0,0,648,520,0.173578434,0.138862747,0,1049,68.72972973,217.7629507,47420.7027,0,0,0,1,0,0,0,0,0,70.63888889,66.3,76.0625,648,0,0,0,0,0,0,20,1326,16,1217,29200,351,4,32,49910.27273,43365.86995,180663,36721,10000000.0,15365.02012,10000000,9959973
172.16.0.1-192.168.10.50-65202-80-6,172.16.0.1,65202,192.168.10.50,80,6,7/7/2017 4:06,4325902,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,5.54797589,0.924662648,1441967.333,2496692.977,4324900,1,4325902,1441967.333,2496692.977,4324900,1,0,0.0,0.0,0,0,0,0,0,0,80,0,0.924662648,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0
172.16.0.1-192.168.10.50-38271-80-6,172.16.0.1,38271,192.168.10.50,80,6,7/7/2017 4:13,82926,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,140281.6969,108.5304971,10365.75,28809.64868,81662,3,1016,508.0,581.2417741,919,97,82919,16583.8,36383.39365,81662,3,0,0,0,0,72,132,36.17683236,72.35366471,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
172.16.0.1-192.168.10.50-20730-80-6,172.16.0.1,20730,192.168.10.50,80,6,7/7/2017 4:01,10116753,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,2.965378319,0.49422972,2529188.25,5055710.85,10100000,1,10100000,2529188.25,5055710.85,10100000,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.49422972,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,3999.0,0.0,3999,3999,10100000.0,0.0,10100000,10100000
172.16.0.1-192.168.10.50-17252-80-6,192.168.10.50,80,172.16.0.1,17252,6,7/7/2017 3:58,3788944,1,6,6,36,6,6,6.0,0.0,6,6,6.0,0.0,11.08488275,1.847480459,631490.6667,1522485.316,3739112,0,0,0.0,0.0,0,0,3751147,750229.4,1670841.187,3739112,0,0,0,0,0,20,120,0.26392578,1.583554679,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,6,6.857142857,6.0,6.0,20,0,0,0,0,0,0,1,6,6,36,229,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0
192.168.10.12-61.251.165.12-38146-80-6,192.168.10.12,38146,61.251.165.12,80,6,7/7/2017 4:05,438960,4,6,582,2400,582,0,145.5,291.0,1448,0,400.0,635.6804229,6793.329688,22.78111901,48773.33333,96277.06559,218607,1,438695,146231.6667,126556.521,219995,99,220390,44078.0,97638.8826,218737,1,0,0,0,0,148,200,9.112447603,13.66867141,0,1448,271.0909091,501.0767316,251077.8909,0,0,0,1,0,0,0,0,1,298.2,145.5,400.0,148,0,0,0,0,0,0,4,582,6,2400,29200,4962,1,32,0.0,0.0,0,0,0.0,0.0,0,0
