Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
172.16.0.1-192.168.10.50-49548-80-6,172.16.0.1,49548,192.168.10.50,80,6,7/7/2017 4:15,24910,3,3,26,11601,20,0,8.666666667,10.26320288,11595,0,3867.0,6692.644993,466760.3372,240.8671216,4982.0,7291.683928,16631,4,8035,4017.5,5675.946133,8031,4,24628,12314.0,6105.159949,16631,7997,0,0,0,0,72,72,120.4335608,120.4335608,0,11595,1661.0,4380.487987,19200000.0,0,0,0,1,0,0,0,0,1,1937.833333,8.666666667,3867.0,72,0,0,0,0,0,0,3,26,3,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
172.16.0.1-192.168.10.50-51490-80-6,172.16.0.1,51490,192.168.10.50,80,6,7/7/2017 3:57,10847659,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.212458928,0.368743155,3615886.333,6262030.24,10800000,3,10800000,3615886.333,6262030.24,10800000,3,0,0.0,0.0,0,0,0,0,0,0,80,0,0.368743155,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1003.0,0.0,1003,1003,10800000.0,0.0,10800000,10800000
172.16.0.1-192.168.10.50-22466-80-6,172.16.0.1,22466,192.168.10.50,80,6,7/7/2017 4:02,72929,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,159429.0337,109.6957315,10418.42857,19137.39006,49282,4,23040,11520.0,16286.08338,23036,4,72880,18220.0,23380.50181,49282,190,0,0,0,0,72,112,41.1358993,68.55983217,0,5840,1291.888889,2110.95076,4456113.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
172.16.0.1-192.168.10.50-52252-80-6,172.16.0.1,52252,192.168.10.50,80,6,7/7/2017 4:06,84904003,9,6,62,11607,20,0,6.888888889,5.30199124,5840,0,1934.5,2538.919278,137.4375717,0.176670115,6064571.643,19500000.0,73000000,1,83300000,10400000.0,25500000.0,73000000,1,1653739,330747.8,738999.4374,1652710,2,0,0,0,0,192,132,0.106002069,0.070668046,0,5840,729.6875,1754.344767,3077725.563,0,0,0,0,1,0,0,0,0,778.3333333,6.888888889,1934.5,192,0,0,0,0,0,0,9,62,6,11607,256,229,7,20,1000.0,0.0,1000,1000,41600000.0,44300000.0,73000000,10300000
172.16.0.1-192.168.10.50-50927-80-6,172.16.0.1,50927,192.168.10.50,80,6,7/7/2017 4:15,1378386,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,8439.580785,6.529375661,172298.25,486960.125,1377463,3,841,420.5,0.707106781,421,420,1378341,275668.2,615922.1121,1377463,3,0,0,0,0,72,132,2.176458554,4.352917107,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
172.16.0.1-192.168.10.50-51230-80-6,172.16.0.1,51230,192.168.10.50,80,6,7/7/2017 4:06,1334825,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,8710.505122,6.742456876,166853.125,466900.2604,1322327,29,12191,6095.5,8413.863589,12045,146,1334693,266938.6,590002.9184,1322327,38,0,0,0,0,72,132,2.247485625,4.494971251,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
172.16.0.1-192.168.10.50-49984-80-6,172.16.0.1,49984,192.168.10.50,80,6,7/7/2017 3:56,1642022,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,14.61612573,2.436020955,547340.6667,947159.4128,1641026,1,1642022,547340.6667,947159.4128,1641026,1,0,0.0,0.0,0,0,0,0,0,0,80,0,2.436020955,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0
172.16.0.1-192.168.10.50-53231-80-6,172.16.0.1,53231,192.168.10.50,80,6,7/7/2017 3:57,1622275,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,7170.794101,5.547764713,202784.375,572402.8163,1619408,17,2373,1186.5,1414.920669,2187,186,1622197,324439.4,723910.0902,1619408,17,0,0,0,0,72,132,1.849254904,3.698509809,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
172.16.0.1-192.168.10.50-65330-80-6,172.16.0.1,65330,192.168.10.50,80,6,7/7/2017 4:14,1993963,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,15.04541458,2.507569097,498490.75,996308.9455,1992954,1,1993963,498490.75,996308.9455,1992954,1,0,0.0,0.0,0,0,0,0,0,0,100,0,2.507569097,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0
172.16.0.1-192.168.10.50-60251-80-6,172.16.0.1,60251,192.168.10.50,80,6,7/7/2017 4:11,1246836,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,9325.203956,7.218270887,155854.5,439302.8782,1243070,15,3457,1728.5,2332.745271,3378,79,1246783,249356.6,555504.5963,1243070,15,0,0,0,0,72,132,2.406090296,4.812180592,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
172.16.0.1-192.168.10.50-49806-80-6,172.16.0.1,49806,192.168.10.50,80,6,7/7/2017 4:06,10410866,7,5,50,11601,20,0,7.142857143,6.094494002,4380,0,2320.2,2207.341206,1119.119197,1.152641865,946442.3636,2648248.295,8861677,4,9268283,1544713.833,3587888.91,8861677,4,1149049,287262.25,569754.8042,1141883,152,0,0,0,0,152,112,0.672374421,0.480267444,0,4380,896.6923077,1730.942296,2996161.231,0,0,0,0,1,0,0,0,0,971.4166667,7.142857143,2320.2,152,0,0,0,0,0,0,7,50,5,11601,256,229,5,20,400035.0,0.0,400035,400035,8861677.0,0.0,8861677,8861677
172.16.0.1-192.168.10.50-29999-80-6,172.16.0.1,29999,192.168.10.50,80,6,7/7/2017 4:07,20704,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,561582.3029,434.698609,2588.0,6556.052776,18796,46,19966,9983.0,12747.72105,18997,969,20503,4100.6,8800.151607,19841,46,0,0,0,0,72,132,144.8995363,289.7990726,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
172.16.0.1-192.168.10.50-21067-80-6,172.16.0.1,21067,192.168.10.50,80,6,7/7/2017 4:01,36647,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,317270.1722,191.0115426,6107.833333,9501.23376,23046,56,13020,6510.0,7776.760379,12009,1011,36591,12197.0,11366.21366,23046,376,0,0,0,0,72,92,81.86208967,109.1494529,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
172.16.0.1-192.168.10.50-62628-80-6,172.16.0.1,62628,192.168.10.50,80,6,7/7/2017 4:13,99744247,8,5,56,11601,20,0,7.0,5.656854249,5840,0,2320.2,2436.833027,116.8688957,0.130333331,8312020.583,26500000.0,92200000,2,99700000,14200000.0,34500000.0,92200000,2,18014,4503.5,8022.784325,16518,160,0,0,0,0,172,112,0.080205127,0.050128204,0,5840,833.0714286,1774.906302,3150292.379,0,0,0,0,1,0,0,0,0,897.1538462,7.0,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,1013.0,0.0,1013,1013,49900000.0,59800000.0,92200000,7554791
172.16.0.1-192.168.10.50-62550-80-6,172.16.0.1,62550,192.168.10.50,80,6,7/7/2017 4:03,29461,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,394657.3436,237.6022538,4910.166667,11244.01555,27849,3,27987,13993.5,19785.55484,27984,3,29326,9775.333333,15845.1924,28065,199,0,0,0,0,72,92,101.8295374,135.7727165,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
172.16.0.1-192.168.10.50-33317-80-6,172.16.0.1,33317,192.168.10.50,80,6,7/7/2017 4:10,6207750,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,4.832668841,0.805444807,1551937.5,3102663.707,6205933,193,6207750,1551937.5,3102663.707,6205933,193,0,0.0,0.0,0,0,0,0,0,0,100,0,0.805444807,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1817.0,0.0,1817,1817,6205933.0,0.0,6205933,6205933
172.16.0.1-192.168.10.50-32179-80-6,172.16.0.1,32179,192.168.10.50,80,6,7/7/2017 4:09,862629,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,13478.56379,10.43322216,107828.625,301612.0668,854249,14,8077,4038.5,5605.235454,8002,75,862600,172520.0,381113.8894,854249,14,0,0,0,0,72,132,3.477740721,6.955481441,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
172.16.0.1-192.168.10.50-62208-80-6,172.16.0.1,62208,192.168.10.50,80,6,7/7/2017 4:03,81287429,8,5,56,11607,20,0,7.0,5.656854249,7215,0,2321.4,3327.769794,143.4785199,0.159926328,6773952.417,19600000.0,68100000,4,80200000,11500000.0,25400000.0,68100000,71,1104225,276056.25,551365.3256,1103104,4,0,0,0,0,172,112,0.098416202,0.061510126,0,7215,833.5,2175.302587,4731941.346,0,0,0,0,1,0,0,0,0,897.6153846,7.0,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,1855.0,0.0,1855,1855,40100000.0,39600000.0,68100000,12100000
172.16.0.1-192.168.10.50-59396-80-6,172.16.0.1,59396,192.168.10.50,80,6,7/7/2017 4:12,10293760,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.331509575,0.388584929,3431253.333,5942272.876,10300000,4,10300000,3431253.333,5942272.876,10300000,4,0,0.0,0.0,0,0,0,0,0,0,80,0,0.388584929,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,961.0,0.0,961,961,10300000.0,0.0,10300000,10300000
172.16.0.1-192.168.10.50-58312-80-6,172.16.0.1,58312,192.168.10.50,80,6,7/7/2017 4:12,1958944,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,12.25149877,2.041916461,652981.3333,1130993.382,1958940,1,1958944,652981.3333,1130993.382,1958940,1,0,0.0,0.0,0,0,0,0,0,0,80,0,2.041916461,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0
172.16.0.1-192.168.10.50-54953-80-6,172.16.0.1,54953,192.168.10.50,80,6,7/7/2017 4:08,1788285,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,6501.760066,5.032754846,223535.625,630839.6048,1784782,6,3023,1511.5,2129.098518,3017,6,1788232,357646.4,797794.1558,1784782,46,0,0,0,0,72,132,1.677584949,3.355169897,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
172.16.0.1-192.168.10.50-30724-80-6,172.16.0.1,30724,192.168.10.50,80,6,7/7/2017 4:08,91441,3,4,26,11601,20,0,8.666666667,10.26320288,10135,0,2900.25,4871.82583,127153.0276,76.5520937,15240.16667,33529.18114,83405,37,7773,3886.5,5340.777518,7663,110,91404,30468.0,46002.37708,83405,195,0,0,0,0,72,92,32.80804016,43.74405354,0,10135,1453.375,3544.652026,12600000.0,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
172.16.0.1-192.168.10.50-38709-80-6,172.16.0.1,38709,192.168.10.50,80,6,7/7/2017 4:13,185648,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,62661.59614,43.09230371,26521.14286,69655.09534,184483,4,912,456.0,465.276262,785,127,185613,46403.25,92054.12611,184483,4,0,0,0,0,72,112,16.15961389,26.93268982,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
172.16.0.1-192.168.10.50-14151-80-6,172.16.0.1,14151,192.168.10.50,80,6,7/7/2017 3:56,901656,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,12901.81621,9.981633794,112707.0,318442.564,900812,2,704,352.0,428.5067094,655,49,901578,180315.6,402769.8389,900812,2,0,0,0,0,72,132,3.327211265,6.654422529,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
172.16.0.1-192.168.10.50-57335-80-6,172.16.0.1,57335,192.168.10.50,80,6,7/7/2017 4:01,11968693,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,2.506539352,0.417756559,2992173.25,5980346.891,12000000,5,12000000,2992173.25,5980346.891,12000000,5,0,0.0,0.0,0,0,0,0,0,0,100,0,0.417756559,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,6000.0,0.0,6000,6000,12000000.0,0.0,12000000,12000000
172.16.0.1-192.168.10.50-30504-80-6,172.16.0.1,30504,192.168.10.50,80,6,7/7/2017 4:08,1804407,3,4,26,11601,20,0,8.666666667,10.26320288,7215,0,2900.25,3540.00286,6443.668197,3.879390847,300734.5,727236.5515,1785120,1,19017,9508.5,13445.63544,19016,1,1804338,601446.0,1025135.293,1785120,161,0,0,0,0,72,92,1.662596077,2.21679477,0,7215,1453.375,2786.259804,7763243.696,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
172.16.0.1-192.168.10.50-28140-80-6,172.16.0.1,28140,192.168.10.50,80,6,7/7/2017 4:06,8370797,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.583888129,0.597314688,2092699.25,4184720.527,8369780,1,8370797,2092699.25,4184720.527,8369780,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.597314688,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1017.0,0.0,1017,1017,8369780.0,0.0,8369780,8369780
172.16.0.1-192.168.10.50-55406-80-6,172.16.0.1,55406,192.168.10.50,80,6,7/7/2017 3:58,473999,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2558.396197,24542.24587,18.98738183,59249.875,167192.0868,473029,2,700,350.0,270.1147904,541,159,473953,94790.6,211441.8913,473029,2,0,0,0,0,72,132,6.329127277,12.65825455,0,5840,1163.3,2151.187375,4627607.122,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
172.16.0.1-192.168.10.50-53981-80-6,172.16.0.1,53981,192.168.10.50,80,6,7/7/2017 3:58,774468,3,5,26,11601,20,0,8.666666667,10.26320288,8760,0,2320.2,3668.897,15012.88627,10.32967146,110638.2857,287800.8253,763245,8,11014,5507.0,7776.760379,11006,8,774359,193589.75,379804.9327,763245,49,0,0,0,0,72,112,3.873626799,6.456044665,0,8760,1291.888889,2866.607422,8217438.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
172.16.0.1-192.168.10.50-49925-80-6,172.16.0.1,49925,192.168.10.50,80,6,7/7/2017 4:05,43469,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,267477.9728,207.0441004,5433.625,12190.67639,34830,5,35024,17512.0,24758.63684,35019,5,43280,8656.0,15132.97401,35034,45,0,0,0,0,72,132,69.01470013,138.0294003,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
