Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.10.3-192.168.10.19-53-10451-17,192.168.10.19,10451,192.168.10.3,53,17,7/7/2017 4:52,238134,2,2,72,192,36,36,36.0,0.0,96,96,96.0,0.0,1108.619517,16.79726541,79378.0,137482.3989,238129,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,0,0,0,64,40,8.398632703,8.398632703,36,96,60.0,32.86335345,1080.0,0,0,0,0,0,0,0,0,1,75.0,36.0,96.0,64,0,0,0,0,0,0,2,72,2,192,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-60351-17,192.168.10.3,60351,192.168.10.1,53,17,7/7/2017 4:36,422,1,1,48,88,48,48,48.0,0.0,88,88,88.0,0.0,322274.8815,4739.336493,422.0,0.0,422,422,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,2369.668246,2369.668246,48,88,61.33333333,23.09401077,533.3333333,0,0,0,0,0,0,0,0,1,92.0,48.0,88.0,20,0,0,0,0,0,0,1,48,1,88,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-52522-80-6,192.168.10.50,80,172.16.0.1,52522,6,7/7/2017 4:07,1502018,5,2,11607,26,11595,0,2321.4,5184.100867,20,6,13.0,9.899494937,7744.913843,4.660396879,250336.3333,612865.6177,1501343,1,1502018,375504.5,750559.0236,1501343,46,1,1.0,0.0,1,1,0,0,0,0,124,40,3.328854914,1.331541966,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,0,1661.857143,2321.4,13.0,124,0,0,0,0,0,0,5,11607,2,26,8192,256,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-60183-17,192.168.10.3,60183,192.168.10.1,53,17,7/7/2017 3:42,273655,1,1,57,199,57,57,57.0,0.0,199,199,199.0,0.0,935.4844604,7.308472347,273655.0,0.0,273655,273655,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,3.654236173,3.654236173,57,199,104.3333333,81.98373822,6721.333333,0,0,0,0,0,0,0,0,1,156.5,57.0,199.0,32,0,0,0,0,0,0,1,57,1,199,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.19-46.183.150.153-33363-443-6,192.168.10.19,33363,46.183.150.153,443,6,7/7/2017 4:42,118230976,131,239,5452,391564,517,0,41.61832061,127.9530838,4344,0,1638.343096,843.2036544,3357.969404,3.129467526,320409.1491,1712496.619,10000000,0,118000000,909469.0462,2827942.015,10100000,2,114000000,480176.9748,2125776.46,10100000,1,0,0,0,0,4368,7656,1.108000665,2.021466862,0,4344,1070.123989,1024.340637,1049273.741,0,0,0,1,0,0,0,0,1,1073.016216,41.61832061,1638.343096,4368,0,0,0,0,0,0,131,5452,239,391564,29200,14,14,32,381428.9091,913157.3827,3134702,105966,10000000.0,7248.985085,10000000,10000000,BENIGN
192.168.10.3-192.168.10.50-53-25028-17,192.168.10.50,25028,192.168.10.3,53,17,7/7/2017 4:40,158,2,2,46,46,23,23,23.0,0.0,23,23,23.0,0.0,582278.481,25316.4557,52.66666667,89.48929172,156,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,64,64,12658.22785,12658.22785,23,23,23.0,0.0,0.0,0,0,0,0,0,0,0,0,1,28.75,23.0,23.0,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.14-104.97.114.112-58649-80-6,104.97.114.112,80,192.168.10.14,58649,6,7/7/2017 4:31,49,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,244897.9592,40816.32653,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,20408.16327,20408.16327,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,946,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.12-72.30.3.43-35724-443-6,192.168.10.12,35724,72.30.3.43,443,6,7/7/2017 4:00,135,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,14814.81481,135.0,0.0,135,135,135,135.0,0.0,135,135,0,0.0,0.0,0,0,0,0,0,0,64,0,14814.81481,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,380,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-51475-80-6,192.168.10.50,80,172.16.0.1,51475,6,7/7/2017 4:06,82539597,7,9,11613,62,5840,0,1659.0,2429.621575,20,0,6.888888889,5.30199124,141.447262,0.193846355,5502639.8,19800000.0,76900000,0,82500000,13800000.0,33000000.0,81100000,47,81100000,10100000.0,27000000.0,76900000,0,0,0,0,0,152,192,0.08480778,0.109038575,0,5840,687.1176471,1707.681172,2916174.985,0,0,0,0,1,1,0,0,1,730.0625,1659.0,6.888888889,152,0,0,0,0,0,0,7,11613,9,62,229,256,5,20,4288628.0,0.0,4288628,4288628,76900000.0,0.0,76900000,76900000,BENIGN
192.168.10.17-87.250.250.91-45838-443-6,192.168.10.17,45838,87.250.250.91,443,6,7/7/2017 4:56,72,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,27777.77778,72.0,0.0,72,72,72,72.0,0.0,72,72,0,0.0,0.0,0,0,0,0,0,0,64,0,27777.77778,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,405,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-55367-80-6,192.168.10.50,80,172.16.0.1,55367,6,7/7/2017 4:00,5491429,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,6.555670664,1.092611777,1098285.8,2440497.191,5463960,3,0,0.0,0.0,0,0,5472970,1368242.5,2730480.652,5463960,3,0,0,0,0,20,100,0.182101963,0.910509814,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,27469.0,0.0,27469,27469,5463960.0,0.0,5463960,5463960,BENIGN
192.168.10.17-199.167.65.25-54548-443-6,199.167.65.25,443,192.168.10.17,54548,6,7/7/2017 3:40,21,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,95238.09524,21.0,0.0,21,21,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,47619.04762,47619.04762,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,123,427,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.15-53-50645-17,192.168.10.15,50645,192.168.10.3,53,17,7/7/2017 3:51,309,2,2,60,264,30,30,30.0,0.0,132,132,132.0,0.0,1048543.689,12944.98382,103.0,136.1065759,258,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,40,6472.491909,6472.491909,30,132,70.8,55.86770087,3121.2,0,0,0,0,0,0,0,0,1,88.5,30.0,132.0,40,0,0,0,0,0,0,2,60,2,264,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-60056-17,192.168.10.3,60056,192.168.10.1,53,17,7/7/2017 4:02,23624,1,1,56,84,56,56,56.0,0.0,84,84,84.0,0.0,5926.176769,84.65966813,23624.0,0.0,23624,23624,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,42.32983407,42.32983407,56,84,65.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,98.0,56.0,84.0,20,0,0,0,0,0,0,1,56,1,84,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.16-53-4610-17,192.168.10.16,4610,192.168.10.3,53,17,7/7/2017 3:45,171,2,2,88,188,44,44,44.0,0.0,94,94,94.0,0.0,1614035.088,23391.81287,57.0,93.53074361,165,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,11695.90643,11695.90643,44,94,64.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,80.0,44.0,94.0,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
169.54.129.17-192.168.10.16-443-60972-6,192.168.10.16,60972,169.54.129.17,443,6,7/7/2017 3:32,179,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,67039.10615,11173.18436,179.0,0.0,179,179,179,179.0,0.0,179,179,0,0.0,0.0,0,0,0,0,0,0,40,0,11173.18436,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,324,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.9-53-53062-17,192.168.10.9,53062,192.168.10.3,53,17,7/7/2017 4:53,180,2,2,108,268,54,54,54.0,0.0,134,134,134.0,0.0,2088888.889,22222.22222,60.0,98.72689603,174,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,11111.11111,11111.11111,54,134,86.0,43.8178046,1920.0,0,0,0,0,0,0,0,0,1,107.5,54.0,134.0,40,0,0,0,0,0,0,2,108,2,268,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-60901-80-6,192.168.10.50,80,172.16.0.1,60901,6,7/7/2017 4:12,98088634,7,9,11613,62,4380,0,1659.0,2117.072113,20,0,6.888888889,5.30199124,119.0250034,0.163117778,6539242.267,23000000.0,89300000,1,98100000,16300000.0,39800000.0,97600000,3,97600000,12200000.0,31300000.0,89300000,1,0,0,0,0,152,192,0.071364028,0.09175375,0,4380,687.1176471,1543.785926,2383274.985,0,0,0,0,1,1,0,0,1,730.0625,1659.0,6.888888889,152,0,0,0,0,0,0,7,11613,9,62,229,256,5,20,23251.0,0.0,23251,23251,48800000.0,57300000.0,89300000,8278659,BENIGN
192.168.10.9-93.184.216.172-9292-443-6,192.168.10.9,9292,93.184.216.172,443,6,7/7/2017 3:48,119997546,15,17,1780,3608,586,6,118.6666667,233.4972214,1460,0,212.2352941,408.8087159,44.90091822,0.26667212,3870888.581,4932399.065,10000000,4,120000000,8571253.286,3620817.661,10000000,25583,110000000,6877547.0,4788607.526,10000000,4,0,0,0,0,300,460,0.125002556,0.141669564,0,1460,163.4545455,332.2564983,110394.3807,0,0,0,0,1,0,0,0,1,168.5625,118.6666667,212.2352941,300,0,0,0,0,0,0,15,1780,17,3608,252,315,14,20,23544.58333,1007.446047,25787,22985,9976250.917,60677.24667,10000000,9840261,BENIGN
157.240.18.19-192.168.10.15-443-58478-6,192.168.10.15,58478,157.240.18.19,443,6,7/7/2017 3:51,184408,7,9,522,3925,198,0,74.57142857,90.05712473,2078,0,436.1111111,764.1687386,24115.00586,86.76413171,12293.86667,14640.86938,35153,2,157147,26191.16667,10362.19856,36664,7861,149255,18656.875,27222.31772,61826,2,0,0,0,0,152,192,37.95930762,48.80482409,0,2078,261.5882353,575.9596404,331729.5074,0,0,0,1,0,0,0,0,1,277.9375,74.57142857,436.1111111,152,0,0,0,0,0,0,7,522,9,3925,8192,119,6,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-15562-80-6,192.168.10.50,80,172.16.0.1,15562,6,7/7/2017 3:57,1144594,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,31.45220052,5.24203342,228918.8,496780.2824,1117488,1,0,0.0,0.0,0,0,1137039,284259.75,555550.832,1117488,1,0,0,0,0,20,100,0.873672237,4.368361183,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-61018-80-6,192.168.10.50,80,172.16.0.1,61018,6,7/7/2017 4:02,78563623,5,9,11607,62,8760,0,2321.4,3802.315321,20,0,6.888888889,5.30199124,148.5293009,0.178199521,6043355.615,20600000.0,74300000,97,78600000,19600000.0,39200000.0,78500000,383,78500000,9812748.875,26100000.0,74300000,196,0,0,0,0,112,192,0.063642686,0.114556835,0,8760,778.3333333,2325.15043,5406324.524,0,0,0,0,1,1,0,0,1,833.9285714,2321.4,6.888888889,112,0,0,0,0,0,0,5,11607,9,62,229,256,3,20,4164641.0,0.0,4164641,4164641,74300000.0,0.0,74300000,74300000,BENIGN
192.168.10.3-192.168.10.14-53-51197-17,192.168.10.14,51197,192.168.10.3,53,17,7/7/2017 4:14,197,2,2,140,396,70,70,70.0,0.0,198,198,198.0,0.0,2720812.183,20304.56853,65.66666667,102.5101621,184,4,4,4.0,0.0,4,4,9,9.0,0.0,9,9,0,0,0,0,40,40,10152.28426,10152.28426,70,198,121.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,151.5,70.0,198.0,40,0,0,0,0,0,0,2,140,2,396,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.9-198.54.12.145-9802-443-6,198.54.12.145,443,192.168.10.9,9802,6,7/7/2017 4:18,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,7512,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-56283-80-6,192.168.10.50,80,172.16.0.1,56283,6,7/7/2017 3:59,73680952,5,10,11613,68,11595,0,2322.6,5183.42983,20,0,6.8,5.006662228,158.534868,0.203580431,5262925.143,16600000.0,61800000,0,73700000,18400000.0,36800000.0,73600000,5,73600000,8181780.0,20500000.0,61800000,0,0,0,0,0,112,212,0.067860144,0.135720288,0,11595,730.4375,2897.219747,8393882.263,0,0,0,0,1,1,0,0,2,779.1333333,2322.6,6.8,112,0,0,0,0,0,0,5,11613,10,68,229,256,3,20,18624.0,0.0,18624,18624,36800000.0,35300000.0,61800000,11900000,BENIGN
172.16.0.1-192.168.10.50-28548-80-6,192.168.10.50,80,172.16.0.1,28548,6,7/7/2017 4:06,10214771,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,3.524308083,0.58738468,2042954.2,4559876.447,10200000,3,0,0.0,0.0,0,0,10200000,2551681.75,5098817.459,10200000,3,0,0,0,0,20,100,0.097897447,0.489487234,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,14864.0,0.0,14864,14864,10200000.0,0.0,10200000,10200000,BENIGN
192.168.10.1-192.168.10.3-53-60935-17,192.168.10.3,60935,192.168.10.1,53,17,7/7/2017 4:26,75774198,2,2,104,234,56,48,52.0,5.656854249,122,112,117.0,7.071067812,4.460621279,0.052788418,25300000.0,43700000.0,75700000,30338,75700000,75700000.0,0.0,75700000,75700000,75700000,75700000.0,0.0,75700000,75700000,0,0,0,0,52,52,0.026394209,0.026394209,48,122,77.2,36.64969304,1343.2,0,0,0,0,0,0,0,0,1,96.5,52.0,117.0,52,0,0,0,0,0,0,2,104,2,234,-1,-1,1,20,71094.0,0.0,71094,71094,75700000.0,0.0,75700000,75700000,BENIGN
172.16.0.1-192.168.10.50-63452-80-6,192.168.10.50,80,172.16.0.1,63452,6,7/7/2017 4:15,639622,1,6,1375,30,1375,1375,1375.0,0.0,6,0,5.0,2.449489743,2196.609873,10.94396378,106603.6667,248558.7326,613668,3,0,0.0,0.0,0,0,639017,127803.4,271764.7682,613668,3,1,0,0,0,20,132,1.563423397,9.380540382,0,1375,347.5,634.1901472,402197.1429,0,1,0,0,1,1,0,0,6,397.1428571,1375.0,5.0,20,0,0,0,0,0,0,1,1375,6,30,229,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-60255-17,192.168.10.3,60255,192.168.10.1,53,17,7/7/2017 3:40,83748,1,1,44,240,44,44,44.0,0.0,240,240,240.0,0.0,3391.125758,23.88116731,83748.0,0.0,83748,83748,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,11.94058366,11.94058366,44,240,109.3333333,113.1606528,12805.33333,0,0,0,0,0,0,0,0,1,164.0,44.0,240.0,20,0,0,0,0,0,0,1,44,1,240,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.5-52.84.145.142-56343-443-6,52.84.145.142,443,192.168.10.5,56343,6,7/7/2017 4:19,47,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,255319.1489,42553.19149,47.0,0.0,47,47,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,21276.59574,21276.59574,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,119,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
174.35.72.217-192.168.10.17-443-36997-6,192.168.10.17,36997,174.35.72.217,443,6,7/7/2017 3:36,48,2,0,53,0,53,0,26.5,37.4766594,0,0,0.0,0.0,1104166.667,41666.66667,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0.0,0.0,0,0,1,0,0,0,64,0,41666.66667,0.0,0,53,35.33333333,30.59956427,936.3333333,0,1,0,0,1,0,0,0,0,53.0,26.5,0.0,64,0,0,0,0,0,0,2,53,0,0,260,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-55744-80-6,192.168.10.50,80,172.16.0.1,55744,6,7/7/2017 4:10,4724631,1,5,1375,24,1375,1375,1375.0,0.0,6,0,4.8,2.683281573,296.1077807,1.269940446,944926.2,2092063.182,4687224,3,0,0.0,0.0,0,0,4723895,1180973.75,2337558.877,4687224,3,1,0,0,0,20,112,0.211656741,1.058283705,0,1375,396.2857143,668.5927296,447016.2381,0,1,0,0,1,1,0,0,5,462.3333333,1375.0,4.8,20,0,0,0,0,0,0,1,1375,5,24,229,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-30736-80-6,192.168.10.50,80,172.16.0.1,30736,6,7/7/2017 4:08,11351715,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,3.171326976,0.528554496,2270343.0,5054824.536,11300000,1,0,0.0,0.0,0,0,11300000,2836425.0,5650841.463,11300000,1,0,0,0,0,20,100,0.088092416,0.44046208,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,39060.0,0.0,39060,39060,11300000.0,0.0,11300000,11300000,BENIGN
192.168.10.3-192.168.10.9-53-65107-17,192.168.10.9,65107,192.168.10.3,53,17,7/7/2017 4:42,185,2,2,66,122,33,33,33.0,0.0,61,61,61.0,0.0,1016216.216,21621.62162,61.66666667,66.56074919,134,3,48,48.0,0.0,48,48,3,3.0,0.0,3,3,0,0,0,0,64,40,10810.81081,10810.81081,33,61,44.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,55.25,33.0,61.0,64,0,0,0,0,0,0,2,66,2,122,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.255-192.168.10.16-137-137-17,192.168.10.16,137,192.168.10.255,137,17,7/7/2017 4:18,61,13,0,650,0,50,50,50.0,0.0,0,0,0.0,0.0,10700000.0,213114.7541,5.083333333,13.52074724,48,1,61,5.083333333,13.52074724,48,1,0,0.0,0.0,0,0,0,0,0,0,416,0,213114.7541,0.0,50,50,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0,53.84615385,50.0,0.0,416,0,0,0,0,0,0,13,650,0,0,-1,-1,12,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-50140-80-6,192.168.10.50,80,172.16.0.1,50140,6,7/7/2017 4:15,1111813,6,2,11607,26,5840,0,1934.5,2992.388862,20,6,13.0,9.899494937,10463.09047,7.195454631,158830.4286,419723.178,1110673,53,1111813,222362.6,496580.6989,1110673,53,67,67.0,0.0,67,67,0,0,0,0,144,40,5.396590973,1.798863658,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,0,1454.125,1934.5,13.0,144,0,0,0,0,0,0,6,11607,2,26,8192,256,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.12-53-36225-17,192.168.10.12,36225,192.168.10.3,53,17,7/7/2017 4:51,87154,2,2,64,246,32,32,32.0,0.0,123,123,123.0,0.0,3556.92223,45.8957707,29051.33333,50312.32319,87147,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,80,22.94788535,22.94788535,32,123,68.4,49.84275273,2484.3,0,0,0,0,0,0,0,0,1,85.5,32.0,123.0,64,0,0,0,0,0,0,2,64,2,246,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-64650-80-6,192.168.10.50,80,172.16.0.1,64650,6,7/7/2017 4:05,9835242,5,8,11607,56,8760,0,2321.4,3802.315321,20,0,7.0,5.656854249,1185.837624,1.321777339,819603.5,1961404.443,6023820,1,9835242,2458810.5,4889137.633,9792489,378,9800594,1400084.857,2471721.95,6023820,1,0,0,0,0,112,172,0.5083759,0.813401439,0,8760,833.5,2402.71381,5773033.654,0,0,0,0,1,1,0,0,1,897.6153846,2321.4,7.0,112,0,0,0,0,0,0,5,11607,8,56,229,256,3,20,3768586.0,0.0,3768586,3768586,6023820.0,0.0,6023820,6023820,BENIGN
172.16.0.1-192.168.10.50-57629-80-6,192.168.10.50,80,172.16.0.1,57629,6,7/7/2017 4:00,1430554,4,3,11607,26,11595,0,2901.75,5795.50069,20,0,8.666666667,10.26320288,8131.814668,4.893209204,238425.6667,583638.1589,1429772,5,1430554,476851.3333,825253.5954,1429772,5,701,350.5,270.8218972,542,159,0,0,0,0,92,72,2.796119545,2.097089659,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,1,0,0,0,0,1661.857143,2901.75,8.666666667,92,0,0,0,0,0,0,4,11607,3,26,29200,256,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.17-53-42548-17,192.168.10.17,42548,192.168.10.3,53,17,7/7/2017 4:13,70822,2,2,76,202,38,38,38.0,0.0,101,101,101.0,0.0,3925.333936,56.47962498,23607.33333,40883.90461,70816,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,28.23981249,28.23981249,38,101,63.2,34.50652112,1190.7,0,0,0,0,0,0,0,0,1,79.0,38.0,101.0,64,0,0,0,0,0,0,2,76,2,202,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
178.255.83.1-192.168.10.5-80-56791-6,192.168.10.5,56791,178.255.83.1,80,6,7/7/2017 4:41,3330300,3,3,6,6,6,0,2.0,3.464101615,6,0,2.0,3.464101615,3.603278984,1.801639492,666060.0,938716.5423,2023832,61,1306468,653234.0,890937.5737,1283222,23246,3307138,1653569.0,523717.2233,2023893,1283245,0,0,0,0,84,84,0.900819746,0.900819746,0,6,1.714285714,2.927700219,8.571428571,0,0,0,1,0,0,0,0,1,2.0,2.0,2.0,84,0,0,0,0,0,0,3,6,3,6,8192,29,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.17-52.94.225.218-60358-443-6,192.168.10.17,60358,52.94.225.218,443,6,7/7/2017 3:35,5247567,9,7,417,3420,194,0,46.33333333,75.58108229,1460,0,488.5714286,681.4112457,731.196,3.049032056,349837.8,1254094.955,4881524,8,5247567,655945.875,1708315.534,4881524,48,274717,45786.16667,63695.97068,164755,49,0,0,0,0,200,148,1.715080532,1.333951525,0,1460,225.7058824,478.0055916,228489.3456,0,0,0,1,0,0,0,0,0,239.8125,46.33333333,488.5714286,200,0,0,0,0,0,0,9,417,7,3420,29200,264,8,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.16-72.21.91.29-37380-80-6,72.21.91.29,80,192.168.10.16,37380,6,7/7/2017 4:52,68,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,29411.76471,68.0,0.0,68,68,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,14705.88235,14705.88235,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,285,241,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-51141-80-6,192.168.10.50,80,172.16.0.1,51141,6,7/7/2017 4:06,81472757,5,9,11607,62,5840,0,2321.4,3173.373883,20,0,6.888888889,5.30199124,143.2257902,0.171836581,6267135.154,20800000.0,75100000,1,81500000,20400000.0,40300000.0,80800000,153,80800000,10100000.0,26400000.0,75100000,1,0,0,0,0,112,192,0.061370207,0.110466373,0,5840,778.3333333,2037.844508,4152810.238,0,0,0,0,1,1,0,0,1,833.9285714,2321.4,6.888888889,112,0,0,0,0,0,0,5,11607,9,62,229,256,3,20,30376.0,0.0,30376,30376,40400000.0,49200000.0,75100000,5610558,BENIGN
