Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
172.16.0.1-192.168.10.50-20129-80-6,172.16.0.1,20129,192.168.10.50,80,6,7/7/2017 4:00,69744,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,166795.71,100.3670567,11624.0,27940.94499,68654,5,990,495.0,673.1656557,971,19,69667,23222.33333,39348.17346,68654,5,0,0,0,0,72,92,43.01445286,57.35260381,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
192.168.10.14-192.168.10.50-57889-21-6,192.168.10.50,21,192.168.10.14,57889,6,7/7/2017 3:42,40,1,2,6,12,6,6,6.0,0.0,6,6,6.0,0.0,450000.0,75000.0,20.0,25.45584412,38,2,0,0.0,0.0,0,0,2,2.0,0.0,2,2,0,0,0,0,20,40,25000.0,50000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,2,8.0,6.0,6.0,20,0,0,0,0,0,0,1,6,2,12,229,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0
172.16.0.1-192.168.10.50-31421-80-6,172.16.0.1,31421,192.168.10.50,80,6,7/7/2017 4:08,8123800,6,0,36,0,6,6,6.0,0.0,0,0,0.0,0.0,4.431423718,0.73857062,1624760.0,3632509.226,8122790,1,8123800,1624760.0,3632509.226,8122790,1,0,0.0,0.0,0,0,0,0,0,0,120,0,0.73857062,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.0,6.0,0.0,120,0,0,0,0,0,0,6,36,0,0,256,-1,5,20,1010.0,0.0,1010,1010,8122790.0,0.0,8122790,8122790
172.16.0.1-192.168.10.50-54057-80-6,172.16.0.1,54057,192.168.10.50,80,6,7/7/2017 4:09,10775726,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.227228124,0.371204687,3591908.667,6219648.459,10800000,1,10800000,3591908.667,6219648.459,10800000,1,0,0.0,0.0,0,0,0,0,0,0,80,0,0.371204687,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1986.0,0.0,1986,1986,10800000.0,0.0,10800000,10800000
172.16.0.1-192.168.10.50-36845-80-6,172.16.0.1,36845,192.168.10.50,80,6,7/7/2017 4:12,96679,3,4,26,11601,20,0,8.666666667,10.26320288,7215,0,2900.25,3540.00286,120263.9663,72.40455528,16113.16667,35276.20619,87808,59,8634,4317.0,5769.991334,8397,237,96620,32206.66667,48338.92041,87808,161,0,0,0,0,72,92,31.03052369,41.37403159,0,7215,1453.375,2786.259804,7763243.696,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
172.16.0.1-192.168.10.50-34765-80-6,172.16.0.1,34765,192.168.10.50,80,6,7/7/2017 4:11,178708,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,65095.01533,39.17004275,29784.66667,72513.76474,177802,6,830,415.0,383.2518754,686,144,178662,59554.0,102406.6497,177802,6,0,0,0,0,72,92,16.78716118,22.38288157,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
172.16.0.1-192.168.10.50-35965-80-6,192.168.10.50,80,172.16.0.1,35965,6,7/7/2017 4:11,3688642,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,9.759689338,1.62661489,737728.4,1636126.815,3664503,3,0,0.0,0.0,0,0,3674978,918744.5,1830510.607,3664503,3,0,0,0,0,20,100,0.271102482,1.355512408,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0
172.16.0.1-192.168.10.50-56457-80-6,172.16.0.1,56457,192.168.10.50,80,6,7/7/2017 3:59,29998,3,4,26,11601,20,0,8.666666667,10.26320288,7215,0,2900.25,3540.00286,387592.5062,233.3488899,4999.666667,10529.26981,26358,64,3376,1688.0,2054.852306,3141,235,29934,9978.0,14278.83749,26358,158,0,0,0,0,72,92,100.0066671,133.3422228,0,7215,1453.375,2786.259804,7763243.696,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
172.16.0.1-192.168.10.50-17545-80-6,172.16.0.1,17545,192.168.10.50,80,6,7/7/2017 3:58,571099,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,20369.49811,14.00807916,81585.57143,215405.8935,570080,4,809,404.5,289.2066735,609,200,571089,142772.25,284872.0716,570080,4,0,0,0,0,72,112,5.253029685,8.755049475,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
192.168.10.12-14.0.67.54-59366-80-6,192.168.10.12,59366,14.0.67.54,80,6,7/7/2017 3:51,245451,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,8.148265845,245451.0,0.0,245451,245451,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,4.074132923,4.074132923,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,4826,672,0,32,0.0,0.0,0,0,0.0,0.0,0,0
172.16.0.1-192.168.10.50-65129-80-6,172.16.0.1,65129,192.168.10.50,80,6,7/7/2017 4:16,1577979,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,19.01165985,3.168609975,394494.75,787337.6964,1575500,1,1577979,394494.75,787337.6964,1575500,1,0,0.0,0.0,0,0,0,0,0,0,100,0,3.168609975,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0
172.16.0.1-192.168.10.50-57536-80-6,192.168.10.50,80,172.16.0.1,57536,6,7/7/2017 4:10,450398,6,2,11607,26,10220,0,1934.5,4095.982312,20,6,13.0,9.899494937,25828.26744,17.76206822,64342.57143,169780.786,449369,2,450398,90079.6,200849.1314,449369,2,191,191.0,0.0,191,191,0,0,0,0,144,40,13.32155116,4.440517054,0,10220,1292.555556,3378.299021,11400000.0,0,0,0,1,0,0,0,0,0,1454.125,1934.5,13.0,144,0,0,0,0,0,0,6,11607,2,26,8192,256,4,20,0.0,0.0,0,0,0.0,0.0,0,0
172.16.0.1-192.168.10.50-19803-80-6,192.168.10.50,80,172.16.0.1,19803,6,7/7/2017 4:00,23595233,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,1.525731914,0.254288652,4719046.6,10500000.0,23600000,1,0,0.0,0.0,0,0,23600000,5897356.75,11800000.0,23600000,1,0,0,0,0,20,100,0.042381442,0.21190721,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,8398.0,0.0,8398,8398,23600000.0,0.0,23600000,23600000
172.16.0.1-192.168.10.50-59276-80-6,172.16.0.1,59276,192.168.10.50,80,6,7/7/2017 4:01,80152204,8,5,56,11601,20,0,7.0,5.656854249,5840,0,2320.2,2436.833027,145.4358011,0.162191423,6679350.333,20200000.0,70500000,4,78300000,11200000.0,26300000.0,70500000,4,1840399,460099.75,912094.2279,1828217,155,0,0,0,0,172,112,0.099810106,0.062381316,0,5840,833.0714286,1774.906302,3150292.379,0,0,0,0,1,0,0,0,0,897.1538462,7.0,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,3010.0,0.0,3010,3010,39200000.0,44300000.0,70500000,7803785
192.168.10.3-192.168.10.9-53-55805-17,192.168.10.9,55805,192.168.10.3,53,17,7/7/2017 4:08,177,2,2,152,248,76,76,76.0,0.0,124,124,124.0,0.0,2259887.006,22598.87006,59.0,96.99484522,171,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,64,11299.43503,11299.43503,76,124,95.2,26.29068276,691.2,0,0,0,0,0,0,0,0,1,119.0,76.0,124.0,40,0,0,0,0,0,0,2,152,2,248,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
184.169.175.8-192.168.10.16-443-46646-6,192.168.10.16,46646,184.169.175.8,443,6,7/7/2017 3:33,61198293,17,14,2493,5856,2174,0,146.6470588,525.2267298,1658,0,418.2857143,678.5081405,136.4253738,0.506550076,2039943.1,4035763.18,10200000,33,61200000,3824893.312,4978174.505,10200000,155,61100000,4700860.308,5154034.734,10200000,202,0,0,0,0,552,456,0.277785526,0.228764551,0,2174,260.90625,596.6419123,355981.5716,0,0,0,1,0,0,0,0,0,269.3225806,146.6470588,418.2857143,552,0,0,0,0,0,0,17,2493,14,5856,29200,141,3,32,231109.1667,353708.2109,953113,86609,9968572.833,362567.1615,10200000,9235768
192.168.10.9-205.185.208.31-10115-80-6,192.168.10.9,10115,205.185.208.31,80,6,7/7/2017 4:31,10041135,4,5,301,2112,289,0,75.25,142.5280674,1701,0,422.4,734.943059,240.3114787,0.896313016,1255141.875,3533371.679,9999764,4,41371,13790.33333,11785.18385,21422,217,10000000,2505351.75,4996339.556,9999849,274,0,0,0,0,92,112,0.398361341,0.497951676,0,1701,241.3,532.70902,283778.9,0,0,0,1,0,0,0,0,1,268.1111111,75.25,422.4,92,0,0,0,0,0,0,4,301,5,2112,8192,31,3,20,0.0,0.0,0,0,0.0,0.0,0,0
172.16.0.1-192.168.10.50-50958-80-6,172.16.0.1,50958,192.168.10.50,80,6,7/7/2017 4:15,301031,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,99.65751036,16.60958506,75257.75,145875.8922,294037,48,301031,75257.75,145875.8922,294037,48,0,0.0,0.0,0,0,0,0,0,0,100,0,16.60958506,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0
172.16.0.1-192.168.10.50-60725-80-6,172.16.0.1,60725,192.168.10.50,80,6,7/7/2017 4:11,297156,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,39147.78769,23.55665038,49526.0,121005.4059,296527,5,575,287.5,275.0645379,482,93,297139,99046.33333,171023.539,296527,5,0,0,0,0,72,92,10.09570731,13.46094307,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
172.16.0.1-192.168.10.50-58462-80-6,172.16.0.1,58462,192.168.10.50,80,6,7/7/2017 4:00,76914244,8,5,56,11601,20,0,7.0,5.656854249,7300,0,2320.2,3022.508098,151.5584031,0.169019408,6409520.333,22000000.0,76300000,3,76900000,11000000.0,28800000.0,76300000,3,34277,8569.25,13180.78216,27959,186,0,0,0,0,172,112,0.104011943,0.065007465,0,7300,833.0714286,2033.250541,4134107.764,0,0,0,0,1,0,0,0,0,897.1538462,7.0,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,537056.0,0.0,537056,537056,76300000.0,0.0,76300000,76300000
172.16.0.1-192.168.10.50-49328-80-6,192.168.10.50,80,172.16.0.1,49328,6,7/7/2017 4:14,29479,6,2,11601,26,4380,0,1933.5,2189.772933,20,6,13.0,9.899494937,394416.3642,271.3796262,4211.285714,7695.603002,20007,1,29479,5895.8,8792.272812,20007,65,1,1.0,0.0,1,1,0,0,0,0,144,40,203.5347196,67.84490654,0,4380,1291.888889,1980.710254,3923213.111,0,0,0,1,0,0,0,0,0,1453.375,1933.5,13.0,144,0,0,0,0,0,0,6,11601,2,26,8192,256,4,20,0.0,0.0,0,0,0.0,0.0,0,0
172.16.0.1-192.168.10.50-15073-80-6,192.168.10.50,80,172.16.0.1,15073,6,7/7/2017 3:57,8854994,1,6,6,36,6,6,6.0,0.0,6,6,6.0,0.0,4.743086218,0.79051437,1475832.333,3595671.408,8815433,3,0,0.0,0.0,0,0,8845798,1769159.6,3939004.881,8815433,3,0,0,0,0,20,120,0.112930624,0.677583745,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,6,6.857142857,6.0,6.0,20,0,0,0,0,0,0,1,6,6,36,229,0,0,20,39561.0,0.0,39561,39561,8815433.0,0.0,8815433,8815433
172.16.0.1-192.168.10.50-49442-80-6,172.16.0.1,49442,192.168.10.50,80,6,7/7/2017 4:06,10060577,8,5,56,11601,20,0,7.0,5.656854249,4380,0,2320.2,2207.341206,1158.681058,1.292172407,838381.4167,1913715.651,6493796,3,8621622,1231660.286,2450572.406,6493796,3,1444790,361197.5,718198.0822,1438487,189,0,0,0,0,172,112,0.79518302,0.496989387,0,4380,833.0714286,1679.986285,2822353.918,0,0,0,0,1,0,0,0,0,897.1538462,7.0,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,2121926.0,0.0,2121926,2121926,6493796.0,0.0,6493796,6493796
172.16.0.1-192.168.10.50-30796-80-6,172.16.0.1,30796,192.168.10.50,80,6,7/7/2017 4:08,1004562,3,4,26,11601,20,0,8.666666667,10.26320288,5840,0,2900.25,3345.636997,11574.19851,6.968211021,167427.0,408525.179,1001323,22,2886,1443.0,1746.55375,2678,208,1004540,334846.6667,577187.1665,1001323,195,0,0,0,0,72,92,2.986376152,3.981834869,0,5840,1453.375,2681.356423,7189672.268,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
192.168.10.3-192.168.10.19-53-4549-17,192.168.10.19,4549,192.168.10.3,53,17,7/7/2017 4:19,184,2,2,88,188,44,44,44.0,0.0,94,94,94.0,0.0,1500000.0,21739.13043,61.33333333,68.63186821,136,1,47,47.0,0.0,47,47,1,1.0,0.0,1,1,0,0,0,0,64,64,10869.56522,10869.56522,44,94,64.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,80.0,44.0,94.0,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
192.168.10.9-52.84.26.175-10402-443-6,52.84.26.175,443,192.168.10.9,10402,6,7/7/2017 4:42,62,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,193548.3871,32258.06452,62.0,0.0,62,62,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16129.03226,16129.03226,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,119,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0
172.16.0.1-192.168.10.50-39197-80-6,172.16.0.1,39197,192.168.10.50,80,6,7/7/2017 4:13,10529743,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,2.849072385,0.474845397,2632435.75,5262851.693,10500000,1,10500000,2632435.75,5262851.693,10500000,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.474845397,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,3030.0,0.0,3030,3030,10500000.0,0.0,10500000,10500000
172.16.0.1-192.168.10.50-39575-80-6,172.16.0.1,39575,192.168.10.50,80,6,7/7/2017 4:13,1203943,3,7,26,11601,20,0,8.666666667,10.26320288,4380,0,1657.285714,1561.969346,9657.433948,8.306041067,133771.4444,392754.3908,1180935,15,22451,11225.5,15627.76697,22276,175,1203886,200647.6667,480324.0095,1180935,15,0,0,0,0,72,152,2.49181232,5.814228747,0,4380,1057.0,1468.855269,2157535.8,0,0,0,1,0,0,0,0,2,1162.7,8.666666667,1657.285714,72,0,0,0,0,0,0,3,26,7,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
172.16.0.1-192.168.10.50-64440-80-6,172.16.0.1,64440,192.168.10.50,80,6,7/7/2017 4:04,1055482,3,4,26,11601,20,0,8.666666667,10.26320288,8675,0,2900.25,4088.041942,11015.82026,6.632041096,175913.6667,426208.8002,1045877,9,9332,4666.0,6585.99256,9323,9,1055360,351786.6667,601117.0852,1045877,191,0,0,0,0,72,92,2.842303327,3.789737769,0,8675,1453.375,3091.095642,9554872.268,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
192.168.10.3-192.168.10.50-53-11727-17,192.168.10.50,11727,192.168.10.3,53,17,7/7/2017 3:46,192,2,2,46,46,23,23,23.0,0.0,23,23,23.0,0.0,479166.6667,20833.33333,64.0,104.7902667,185,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,64,10416.66667,10416.66667,23,23,23.0,0.0,0.0,0,0,0,0,0,0,0,0,1,28.75,23.0,23.0,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
172.16.0.1-192.168.10.50-33575-80-6,192.168.10.50,80,172.16.0.1,33575,6,7/7/2017 4:10,8398875,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,4.286288342,0.71438139,1679775.0,3733144.909,8357800,1,0,0.0,0.0,0,0,8382791,2095697.75,4174751.448,8357800,1,0,0,0,0,20,100,0.119063565,0.595317825,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,41075.0,0.0,41075,41075,8357800.0,0.0,8357800,8357800
