Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
172.16.0.1-192.168.10.50-58369-80-6,172.16.0.1,58369,192.168.10.50,80,6,7/7/2017 4:02,9955751,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.0133337,0.502222283,2488937.75,4976542.189,9953751,3,9955751,2488937.75,4976542.189,9953751,3,0,0.0,0.0,0,0,0,0,0,0,100,0,0.502222283,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2000.0,0.0,2000,2000,9953751.0,0.0,9953751,9953751,DDoS
192.168.10.3-192.168.10.9-53-49450-17,192.168.10.9,49450,192.168.10.3,53,17,7/7/2017 4:23,176,2,2,60,264,30,30,30.0,0.0,132,132,132.0,0.0,1840909.091,22727.27273,58.66666667,95.55277774,169,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,11363.63636,11363.63636,30,132,70.8,55.86770087,3121.2,0,0,0,0,0,0,0,0,1,88.5,30.0,132.0,40,0,0,0,0,0,0,2,60,2,264,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-57607-80-6,172.16.0.1,57607,192.168.10.50,80,6,7/7/2017 4:10,92900567,9,6,62,11607,20,0,6.888888889,5.30199124,5840,0,1934.5,2538.919278,125.6074142,0.161462954,6635754.786,21900000.0,82200000,1,92400000,11600000.0,28800000.0,82200000,1,496755,99351.0,221443.23,495480,4,0,0,0,0,192,132,0.096877773,0.064585182,0,5840,729.6875,1754.344767,3077725.563,0,0,0,0,1,0,0,0,0,778.3333333,6.888888889,1934.5,192,0,0,0,0,0,0,9,62,6,11607,256,229,7,20,999.0,0.0,999,999,46200000.0,50900000.0,82200000,10200000,DDoS
172.16.0.1-192.168.10.50-56757-80-6,172.16.0.1,56757,192.168.10.50,80,6,7/7/2017 4:11,66233,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,362.3571332,60.39285553,22077.66667,37370.89111,65226,4,66233,22077.66667,37370.89111,65226,4,0,0.0,0.0,0,0,0,0,0,0,80,0,60.39285553,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-15202-80-6,172.16.0.1,15202,192.168.10.50,80,6,7/7/2017 3:57,1815147,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,6408.847328,4.407356539,259306.7143,685501.5366,1813878,4,1022,511.0,367.6955262,771,251,1815038,453759.5,906745.7713,1813878,4,0,0,0,0,72,112,1.652758702,2.754597837,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-63587-80-6,172.16.0.1,63587,192.168.10.50,80,6,7/7/2017 4:03,1854897,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,6271.507259,4.31290794,264985.2857,700687.4459,1853995,4,703,351.5,361.3315652,607,96,1854830,463707.5,926858.3771,1853995,4,0,0,0,0,72,112,1.617340478,2.695567463,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-60684-80-6,172.16.0.1,60684,192.168.10.50,80,6,7/7/2017 4:02,45700,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,254420.1313,196.9365427,5712.5,12691.20741,36400,24,8987,4493.5,5045.206884,8061,926,45554,9110.8,15720.6609,36400,45,0,0,0,0,72,132,65.64551422,131.2910284,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-64684-80-6,172.16.0.1,64684,192.168.10.50,80,6,7/7/2017 4:06,19983,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,1501.276085,250.2126808,4995.75,8678.71263,17995,3,19983,4995.75,8678.71263,17995,3,0,0.0,0.0,0,0,0,0,0,0,100,0,250.2126808,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-34825-80-6,172.16.0.1,34825,192.168.10.50,80,6,7/7/2017 4:11,1026838,3,7,26,11601,20,0,8.666666667,10.26320288,4380,0,1657.285714,1561.969346,11323.11036,9.738634527,114093.1111,338175.9471,1015854,1,10022,5011.0,7085.209947,10021,1,1026779,171129.8333,413849.2126,1015854,16,0,0,0,0,72,152,2.921590358,6.817044169,0,4380,1057.0,1468.855269,2157535.8,0,0,0,1,0,0,0,0,2,1162.7,8.666666667,1657.285714,72,0,0,0,0,0,0,3,26,7,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-55791-80-6,172.16.0.1,55791,192.168.10.50,80,6,7/7/2017 4:08,1182020,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,9841.627045,6.76807499,168860.0,445973.7404,1180233,4,1514,757.0,581.2417741,1168,346,1181975,295493.75,589826.5674,1180233,4,0,0,0,0,72,112,2.538028121,4.230046869,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-60129-80-6,172.16.0.1,60129,192.168.10.50,80,6,7/7/2017 4:13,6916624,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.469900923,0.57831682,2305541.333,3992594.196,6915792,314,6916624,2305541.333,3992594.196,6915792,314,0,0.0,0.0,0,0,0,0,0,0,80,0,0.57831682,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,832.0,0.0,832,832,6915792.0,0.0,6915792,6915792,DDoS
192.168.10.3-192.168.10.15-53-64280-17,192.168.10.15,64280,192.168.10.3,53,17,7/7/2017 4:11,193,2,2,74,262,37,37,37.0,0.0,131,131,131.0,0.0,1740932.642,20725.3886,64.33333333,70.92484285,142,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,40,10362.6943,10362.6943,37,131,74.6,51.48592041,2650.8,0,0,0,0,0,0,0,0,1,93.25,37.0,131.0,40,0,0,0,0,0,0,2,74,2,262,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-15881-80-6,172.16.0.1,15881,192.168.10.50,80,6,7/7/2017 3:57,1404855,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,8280.569881,4.982720637,234142.5,572962.9181,1403698,12,1050,525.0,502.0458146,880,170,1404795,468265.0,810108.9192,1403698,12,0,0,0,0,72,92,2.135451701,2.847268935,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-40618-80-6,172.16.0.1,40618,192.168.10.50,80,6,7/7/2017 4:14,1176273,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,25.50428344,4.250713907,294068.25,584128.7246,1170251,1,1176273,294068.25,584128.7246,1170251,1,0,0.0,0.0,0,0,0,0,0,0,100,0,4.250713907,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-15408-80-6,172.16.0.1,15408,192.168.10.50,80,6,7/7/2017 3:57,981973,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,11846.5579,8.146863508,140281.8571,370249.9119,979929,36,1617,808.5,935.5022715,1470,147,981929,245482.25,489631.6201,979929,195,0,0,0,0,72,112,3.055073816,5.091789693,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-25329-80-6,172.16.0.1,25329,192.168.10.50,80,6,7/7/2017 4:04,189407,3,6,26,11607,20,0,8.666666667,10.26320288,5755,0,1934.5,2529.124572,61418.00461,47.51672325,23675.875,65659.6488,186167,50,2240,1120.0,1513.208512,2190,50,189256,37851.2,82915.74306,186167,51,0,0,0,0,72,132,15.83890775,31.6778155,0,5755,1163.3,2131.87096,4544873.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
192.168.10.1-192.168.10.3-53-60318-17,192.168.10.3,60318,192.168.10.1,53,17,7/7/2017 3:30,46720,1,1,45,240,45,45,45.0,0.0,240,240,240.0,0.0,6100.171233,42.80821918,46720.0,0.0,46720,46720,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,21.40410959,21.40410959,45,240,110.0,112.5833025,12675.0,0,0,0,0,0,0,0,0,1,165.0,45.0,240.0,32,0,0,0,0,0,0,1,45,1,240,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-25234-80-6,172.16.0.1,25234,192.168.10.50,80,6,7/7/2017 4:04,10932729,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,2.744054115,0.457342352,2733182.25,5465709.186,10900000,0,10900000,2733182.25,5465709.186,10900000,0,0,0.0,0.0,0,0,0,0,0,0,100,0,0.457342352,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,983.0,0.0,983,983,10900000.0,0.0,10900000,10900000,DDoS
172.16.0.1-192.168.10.50-56079-80-6,172.16.0.1,56079,192.168.10.50,80,6,7/7/2017 3:59,558818,3,6,26,11601,20,0,8.666666667,10.26320288,7300,0,1933.5,2720.783986,20806.4164,16.10542252,69852.25,184372.5216,525261,2,33030,16515.0,23352.90856,33028,2,558776,111755.2,231596.4993,525261,44,0,0,0,0,72,132,5.368474172,10.73694834,0,7300,1162.7,2258.94725,5102842.678,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-60744-80-6,172.16.0.1,60744,192.168.10.50,80,6,7/7/2017 4:02,80219974,8,5,56,11601,20,0,7.0,5.656854249,5840,0,2320.2,2436.833027,145.3129367,0.162054403,6684997.833,22000000.0,76400000,6,78500000,11200000.0,28800000.0,76400000,6,1717236,429309.0,847615.4729,1700682,184,0,0,0,0,172,112,0.099725786,0.062328617,0,5840,833.0714286,1774.906302,3150292.379,0,0,0,0,1,0,0,0,0,897.1538462,7.0,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,2089079.0,0.0,2089079,2089079,76400000.0,0.0,76400000,76400000,DDoS
172.16.0.1-192.168.10.50-18292-80-6,172.16.0.1,18292,192.168.10.50,80,6,7/7/2017 3:59,1717422,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,6773.524504,5.240412665,214677.75,606763.6523,1716341,2,909,454.5,617.30422,891,18,1717403,343480.6,767452.3998,1716341,2,0,0,0,0,72,132,1.746804222,3.493608443,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
192.168.10.1-192.168.10.3-53-61402-17,192.168.10.3,61402,192.168.10.1,53,17,7/7/2017 4:45,31537,1,1,52,80,52,52,52.0,0.0,80,80,80.0,0.0,4185.559819,63.41757301,31537.0,0.0,31537,31537,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,31.7087865,31.7087865,52,80,61.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,92.0,52.0,80.0,32,0,0,0,0,0,0,1,52,1,80,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-27048-80-6,172.16.0.1,27048,192.168.10.50,80,6,7/7/2017 4:05,1863840,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,6241.415572,3.755687183,310640.0,760391.7045,1862783,13,796,398.0,366.2813127,657,139,1863827,621275.6667,1075176.942,1862783,185,0,0,0,0,72,92,1.609580221,2.146106962,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-51922-80-6,172.16.0.1,51922,192.168.10.50,80,6,7/7/2017 3:56,71422173,9,4,62,11601,20,0,6.888888889,5.30199124,8760,0,2900.25,4128.319301,163.2966278,0.182016305,5951847.75,19700000.0,68500000,4,70600000,8825591.125,24100000.0,68500000,4,829088,276362.6667,468396.1809,817179,188,0,0,0,0,192,92,0.126011288,0.056005017,0,8760,833.5,2402.71381,5773033.654,0,0,0,0,1,0,0,0,0,897.6153846,6.888888889,2900.25,192,0,0,0,0,0,0,9,62,4,11601,256,229,7,20,2046981.0,0.0,2046981,2046981,68500000.0,0.0,68500000,68500000,DDoS
172.16.0.1-192.168.10.50-32255-80-6,172.16.0.1,32255,192.168.10.50,80,6,7/7/2017 4:09,1033958,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,11245.13762,8.70441546,129244.75,359776.442,1019577,11,14009,7004.5,8491.645335,13009,1000,1033947,206789.4,454402.7224,1019577,11,0,0,0,0,72,132,2.90147182,5.80294364,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-31576-80-6,192.168.10.50,80,172.16.0.1,31576,6,7/7/2017 4:09,1179497,6,3,11607,26,5840,0,1934.5,2538.919278,20,0,8.666666667,10.26320288,9862.678752,7.630371251,147437.125,416544.0767,1178331,1,1179497,235899.4,526835.4068,1178331,14,736,368.0,367.6955262,628,108,0,0,0,0,132,72,5.086914168,2.543457084,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,1,0,0,0,0,1292.555556,1934.5,8.666666667,132,0,0,0,0,0,0,6,11607,3,26,29200,256,5,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-63353-80-6,172.16.0.1,63353,192.168.10.50,80,6,7/7/2017 4:15,4651909,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,6.44896536,1.07482756,1162977.25,2322613.792,4646897,3,4651909,1162977.25,2322613.792,4646897,3,0,0.0,0.0,0,0,0,0,0,0,100,0,1.07482756,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-26726-80-6,172.16.0.1,26726,192.168.10.50,80,6,7/7/2017 4:05,35587,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,326720.4316,252.9013404,4448.375,11485.4328,32860,16,34018,17009.0,22579.33374,32975,1043,35472,7094.4,15147.99961,34187,16,0,0,0,0,72,132,84.30044679,168.6008936,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-49553-80-6,172.16.0.1,49553,192.168.10.50,80,6,7/7/2017 4:06,9017791,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.326757074,0.554459512,2254447.75,4508228.191,9016790,1,9017791,2254447.75,4508228.191,9016790,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.554459512,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1001.0,0.0,1001,1001,9016790.0,0.0,9016790,9016790,DDoS
192.168.10.3-192.168.10.16-53-56149-17,192.168.10.16,56149,192.168.10.3,53,17,7/7/2017 3:33,7202,2,2,88,344,44,44,44.0,0.0,172,172,172.0,0.0,59983.33796,555.4012774,2400.666667,4152.014491,7195,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,80,64,277.7006387,277.7006387,44,172,95.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,119.0,44.0,172.0,80,0,0,0,0,0,0,2,88,2,344,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
