Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
172.16.0.1-192.168.10.50-56891-80-6,172.16.0.1,56891,192.168.10.50,80,6,7/7/2017 3:59,1780226,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,6534.563589,5.055537892,222528.25,628842.9208,1778835,10,1047,523.5,6.363961031,528,519,1780180,356036.0,795368.9441,1778835,10,0,0,0,0,72,132,1.685179297,3.370358595,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-38065-80-6,192.168.10.50,80,172.16.0.1,38065,6,7/7/2017 4:13,9983325,1,6,6,36,6,6,6.0,0.0,6,6,6.0,0.0,4.207015198,0.7011692,1663887.5,4070175.091,9972095,1,0,0.0,0.0,0,0,9974854,1994970.8,4459348.097,9972095,1,0,0,0,0,20,120,0.100167029,0.601002171,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,6,6.857142857,6.0,6.0,20,0,0,0,0,0,0,1,6,6,36,229,0,0,20,11230.0,0.0,11230,11230,9972095.0,0.0,9972095,9972095,BENIGN
192.168.10.3-192.168.10.15-53-49523-17,192.168.10.15,49523,192.168.10.3,53,17,7/7/2017 3:56,60637,4,2,152,260,38,38,38.0,0.0,130,130,130.0,0.0,6794.531392,98.94948629,12127.4,16605.25884,30809,3,30816,10272.0,17785.56372,30809,3,3,3.0,0.0,3,3,0,0,0,0,104,40,65.96632419,32.9831621,38,130,64.28571429,44.89140336,2015.238095,0,0,0,0,0,0,0,0,0,75.0,38.0,130.0,104,0,0,0,0,0,0,4,152,2,260,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-18759-80-6,172.16.0.1,18759,192.168.10.50,80,6,7/7/2017 3:59,8791622,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.729871689,0.454978615,2930540.667,5075203.604,8790881,313,8791622,2930540.667,5075203.604,8790881,313,0,0.0,0.0,0,0,0,0,0,0,80,0,0.454978615,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,741.0,0.0,741,741,8790881.0,0.0,8790881,8790881,DDoS
172.16.0.1-192.168.10.50-16668-80-6,172.16.0.1,16668,192.168.10.50,80,6,7/7/2017 3:58,4045073,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,7.416429815,1.236071636,1011268.25,2021204.554,4043075,3,4045073,1011268.25,2021204.554,4043075,3,0,0.0,0.0,0,0,0,0,0,0,100,0,1.236071636,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-29776-80-6,172.16.0.1,29776,192.168.10.50,80,6,7/7/2017 4:07,6025849,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,4.97855157,0.829758595,1506462.25,3011299.183,6023411,383,6025849,1506462.25,3011299.183,6023411,383,0,0.0,0.0,0,0,0,0,0,0,100,0,0.829758595,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2438.0,0.0,2438,2438,6023411.0,0.0,6023411,6023411,DDoS
172.16.0.1-192.168.10.50-51900-80-6,192.168.10.50,80,172.16.0.1,51900,6,7/7/2017 4:08,5969624,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,6.030530566,1.005088428,1193924.8,2653222.731,5940123,4,0,0.0,0.0,0,0,5945960,1486490.0,2969089.396,5940123,4,0,0,0,0,20,100,0.167514738,0.83757369,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,29501.0,0.0,29501,29501,5940123.0,0.0,5940123,5940123,BENIGN
172.16.0.1-192.168.10.50-63118-80-6,172.16.0.1,63118,192.168.10.50,80,6,7/7/2017 4:13,99189239,8,5,56,11601,20,0,7.0,5.656854249,5840,0,2320.2,2436.833027,117.5228293,0.131062604,8265769.917,28500000.0,98700000,1,99200000,14200000.0,37300000.0,98700000,1,36921,9230.25,13149.90741,28069,195,0,0,0,0,172,112,0.08065391,0.050408694,0,5840,833.0714286,1774.906302,3150292.379,0,0,0,0,1,0,0,0,0,897.1538462,7.0,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,444136.0,0.0,444136,444136,98700000.0,0.0,98700000,98700000,DDoS
178.255.83.1-192.168.10.9-80-9946-6,192.168.10.9,9946,178.255.83.1,80,6,7/7/2017 4:23,75282,3,4,441,871,435,0,147.0,249.4333578,859,0,217.75,427.5093566,17427.80479,92.98371457,12547.0,13503.36774,27695,4,51184,25592.0,2974.091122,27695,23489,51934,17311.33333,29306.85408,51149,4,0,0,0,0,72,92,39.85016339,53.13355118,0,859,164.0,318.937074,101720.8571,0,0,0,1,0,0,0,0,1,187.4285714,147.0,217.75,72,0,0,0,0,0,0,3,441,4,871,8192,31,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.25-61.251.165.12-53902-80-6,192.168.10.25,53902,61.251.165.12,80,6,7/7/2017 4:52,440,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,6818.181818,220.0,306.884343,437,3,440,220.0,306.884343,437,3,0,0.0,0.0,0,0,0,0,0,0,96,0,6818.181818,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,96,0,0,0,0,0,0,3,0,0,0,65535,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-57210-80-6,192.168.10.50,80,172.16.0.1,57210,6,7/7/2017 4:09,1210861,5,2,11607,26,11595,0,2321.4,5184.100867,20,6,13.0,9.899494937,9607.21338,5.781010372,201810.1667,494012.0737,1210208,4,1210861,302715.25,604995.2283,1210208,4,49,49.0,0.0,49,49,0,0,0,0,124,40,4.129293123,1.651717249,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,0,1661.857143,2321.4,13.0,124,0,0,0,0,0,0,5,11607,2,26,8192,256,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-42662-80-6,192.168.10.50,80,172.16.0.1,42662,6,7/7/2017 4:15,8010417,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,4.494148057,0.749024676,1602083.4,3565784.446,7980724,1,0,0.0,0.0,0,0,7984740,1996185.0,3989693.114,7980724,1,0,0,0,0,20,100,0.124837446,0.62418723,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,29693.0,0.0,29693,29693,7980724.0,0.0,7980724,7980724,BENIGN
172.16.0.1-192.168.10.50-33001-80-6,192.168.10.50,80,172.16.0.1,33001,6,7/7/2017 4:09,6479547,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,5.555943957,0.92599066,1295909.4,2874819.596,6438476,1,0,0.0,0.0,0,0,6473850,1618462.5,3213385.587,6438476,1,0,0,0,0,20,100,0.154331777,0.771658883,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,41071.0,0.0,41071,41071,6438476.0,0.0,6438476,6438476,BENIGN
192.168.10.1-192.168.10.3-53-62418-17,192.168.10.3,62418,192.168.10.1,53,17,7/7/2017 3:31,72851,1,1,56,207,56,56,56.0,0.0,207,207,207.0,0.0,3610.108303,27.45329508,72851.0,0.0,72851,72851,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,13.72664754,13.72664754,56,207,106.3333333,87.17989065,7600.333333,0,0,0,0,0,0,0,0,1,159.5,56.0,207.0,32,0,0,0,0,0,0,1,56,1,207,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
151.101.44.249-192.168.10.14-443-58891-6,192.168.10.14,58891,151.101.44.249,443,6,7/7/2017 4:58,5207163,9,5,381,5458,194,0,42.33333333,69.39380376,2280,0,1091.6,944.7501257,1121.33997,2.68860414,400551.0,1396157.234,5046868,2,5207163,650895.375,1776465.183,5046868,3,77334,19333.5,22421.32178,42668,50,0,0,0,0,192,112,1.728388376,0.960215764,0,2280,389.2666667,722.5890421,522134.9238,0,0,0,1,0,0,0,0,0,417.0714286,42.33333333,1091.6,192,0,0,0,0,0,0,9,381,5,5458,8192,60,8,20,160292.0,0.0,160292,160292,5046868.0,0.0,5046868,5046868,BENIGN
172.16.0.1-192.168.10.50-31580-80-6,192.168.10.50,80,172.16.0.1,31580,6,7/7/2017 4:09,2075193,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,17.34778404,2.89129734,415038.6,907350.6845,2037922,1,0,0.0,0.0,0,0,2073963,518490.75,1013096.592,2037922,1,0,0,0,0,20,100,0.48188289,2.40941445,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
173.194.204.155-192.168.10.25-443-53600-6,173.194.204.155,443,192.168.10.25,53600,6,7/7/2017 3:49,151,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,13245.03311,151.0,0.0,151,151,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,6622.516556,6622.516556,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,176,65535,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-64049-80-6,172.16.0.1,64049,192.168.10.50,80,6,7/7/2017 4:04,82524342,8,5,56,11607,20,0,7.0,5.656854249,7215,0,2321.4,3327.769794,141.3279975,0.157529278,6877028.5,22100000.0,76700000,14,82500000,11800000.0,28700000.0,76700000,88,59128,14782.0,28897.51954,58125,14,0,0,0,0,172,112,0.096941094,0.060588184,0,7215,833.5,2175.302587,4731941.346,0,0,0,0,1,0,0,0,0,897.6153846,7.0,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,832.0,0.0,832,832,41200000.0,50200000.0,76700000,5754800,DDoS
172.16.0.1-192.168.10.50-65362-80-6,172.16.0.1,65362,192.168.10.50,80,6,7/7/2017 4:04,512145,3,6,26,11607,20,0,8.666666667,10.26320288,5755,0,1934.5,2529.124572,22714.27037,17.57314823,64018.125,180773.6532,511410,3,404,202.0,281.4284989,401,3,512098,102419.6,228632.6285,511410,50,0,0,0,0,72,132,5.857716077,11.71543215,0,5755,1163.3,2131.87096,4544873.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-64811-80-6,172.16.0.1,64811,192.168.10.50,80,6,7/7/2017 4:04,925306,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,12572.05724,9.726512094,115663.25,326700.2509,924205,15,754,377.0,431.3351365,682,72,925199,185039.8,413206.0111,924205,15,0,0,0,0,72,132,3.242170698,6.484341396,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-61672-80-6,192.168.10.50,80,172.16.0.1,61672,6,7/7/2017 4:14,8077361,1,7,6,42,6,6,6.0,0.0,6,6,6.0,0.0,5.942534944,0.990422491,1153908.714,3040239.994,8048511,3,0,0.0,0.0,0,0,8063793,1343965.5,3284547.119,8048511,3,0,0,0,0,20,140,0.123802811,0.866619679,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,7,6.75,6.0,6.0,20,0,0,0,0,0,0,1,6,7,42,229,0,0,20,28850.0,0.0,28850,28850,8048511.0,0.0,8048511,8048511,BENIGN
192.168.10.16-52.84.26.215-53474-443-6,52.84.26.215,443,192.168.10.16,53474,6,7/7/2017 4:21,1331,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1502.629602,1331.0,0.0,1331,1331,1331,1331.0,0.0,1331,1331,0,0.0,0.0,0,0,0,0,0,0,64,0,1502.629602,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,118,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.9-53-51116-17,192.168.10.9,51116,192.168.10.3,53,17,7/7/2017 4:23,205888,2,2,64,168,32,32,32.0,0.0,84,84,84.0,0.0,1126.826236,19.42803855,68629.33333,118704.1174,205697,3,3,3.0,0.0,3,3,188,188.0,0.0,188,188,0,0,0,0,64,64,9.714019273,9.714019273,32,84,52.8,28.48157299,811.2,0,0,0,0,0,0,0,0,1,66.0,32.0,84.0,64,0,0,0,0,0,0,2,64,2,168,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.12-53-15477-17,192.168.10.12,15477,192.168.10.3,53,17,7/7/2017 3:53,241,2,2,64,204,32,32,32.0,0.0,102,102,102.0,0.0,1112033.195,16597.51037,80.33333333,55.13921774,144,48,48,48.0,0.0,48,48,49,49.0,0.0,49,49,0,0,0,0,80,80,8298.755187,8298.755187,32,102,60.0,38.34057903,1470.0,0,0,0,0,0,0,0,0,1,75.0,32.0,102.0,80,0,0,0,0,0,0,2,64,2,204,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.9-53-49650-17,192.168.10.9,49650,192.168.10.3,53,17,7/7/2017 3:40,190,2,2,94,206,47,47,47.0,0.0,103,103,103.0,0.0,1578947.368,21052.63158,63.33333333,68.30324541,138,4,48,48.0,0.0,48,48,4,4.0,0.0,4,4,0,0,0,0,40,40,10526.31579,10526.31579,47,103,69.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,86.75,47.0,103.0,40,0,0,0,0,0,0,2,94,2,206,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.16-209.15.36.32-48478-80-6,192.168.10.16,48478,209.15.36.32,80,6,7/7/2017 3:33,42083,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,47.52512891,42083.0,0.0,42083,42083,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,23.76256446,23.76256446,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,237,114,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.16-53-37548-17,192.168.10.16,37548,192.168.10.3,53,17,7/7/2017 3:58,24660,2,2,68,196,34,34,34.0,0.0,98,98,98.0,0.0,10705.59611,162.2060016,8220.0,14192.44295,24608,3,49,49.0,0.0,49,49,3,3.0,0.0,3,3,0,0,0,0,64,40,81.10300081,81.10300081,34,98,59.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,74.5,34.0,98.0,64,0,0,0,0,0,0,2,68,2,196,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-55725-80-6,192.168.10.50,80,172.16.0.1,55725,6,7/7/2017 4:08,448581,6,2,11601,26,4380,0,1933.5,2189.772933,20,6,13.0,9.899494937,25919.51063,17.83401437,64083.0,159028.3381,424227,23,448581,89716.2,187274.9396,424227,164,990,990.0,0.0,990,990,0,0,0,0,144,40,13.37551078,4.458503592,0,4380,1291.888889,1980.710254,3923213.111,0,0,0,1,0,0,0,0,0,1453.375,1933.5,13.0,144,0,0,0,0,0,0,6,11601,2,26,8192,256,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-18699-80-6,172.16.0.1,18699,192.168.10.50,80,6,7/7/2017 3:59,101877,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,114186.7154,88.34182396,12734.625,35629.09799,100910,3,821,410.5,535.2798334,789,32,101832,20366.4,45026.69712,100910,3,0,0,0,0,72,132,29.44727465,58.89454931,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
192.168.10.3-192.168.10.17-53-46381-17,192.168.10.17,46381,192.168.10.3,53,17,7/7/2017 3:57,88839,2,2,74,182,37,37,37.0,0.0,91,91,91.0,0.0,2881.617308,45.02527043,29613.0,51271.30198,88816,11,11,11.0,0.0,11,11,12,12.0,0.0,12,12,0,0,0,0,64,64,22.51263522,22.51263522,37,91,58.6,29.57701811,874.8,0,0,0,0,0,0,0,0,1,73.25,37.0,91.0,64,0,0,0,0,0,0,2,74,2,182,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.17-199.59.88.242-42191-443-6,192.168.10.17,42191,199.59.88.242,443,6,7/7/2017 3:32,38,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,52631.57895,38.0,0.0,38,38,38,38.0,0.0,38,38,0,0.0,0.0,0,0,0,0,0,0,64,0,52631.57895,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,342,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
